vocabulary size: 223
n tunes: 26273
n train tunes: 24929.0
n validation tunes: 1344.0
76838/77903 (epoch 197.266) train_loss=218.25015259 time/batch=0.81s
76839/77903 (epoch 197.268) train_loss=91.48011017 time/batch=0.38s
76840/77903 (epoch 197.271) train_loss=228.72317505 time/batch=0.82s
76841/77903 (epoch 197.273) train_loss=117.55572510 time/batch=0.53s
76842/77903 (epoch 197.276) train_loss=153.96212769 time/batch=0.62s
76843/77903 (epoch 197.278) train_loss=90.43164062 time/batch=0.39s
76844/77903 (epoch 197.281) train_loss=147.72946167 time/batch=0.53s
76845/77903 (epoch 197.283) train_loss=101.49951172 time/batch=0.47s
76846/77903 (epoch 197.286) train_loss=130.95765686 time/batch=0.57s
76847/77903 (epoch 197.289) train_loss=172.32667542 time/batch=0.67s
76848/77903 (epoch 197.291) train_loss=145.91403198 time/batch=0.62s
76849/77903 (epoch 197.294) train_loss=73.85964966 time/batch=0.32s
76850/77903 (epoch 197.296) train_loss=102.73688507 time/batch=0.44s
76851/77903 (epoch 197.299) train_loss=136.30801392 time/batch=0.57s
76852/77903 (epoch 197.301) train_loss=166.68948364 time/batch=0.63s
76853/77903 (epoch 197.304) train_loss=86.21007538 time/batch=0.37s
76854/77903 (epoch 197.307) train_loss=100.23797607 time/batch=0.42s
76855/77903 (epoch 197.309) train_loss=210.74635315 time/batch=0.76s
76856/77903 (epoch 197.312) train_loss=106.87982178 time/batch=0.51s
76857/77903 (epoch 197.314) train_loss=194.08921814 time/batch=0.73s
76858/77903 (epoch 197.317) train_loss=122.25730896 time/batch=0.55s
76859/77903 (epoch 197.319) train_loss=101.97827148 time/batch=0.40s
76860/77903 (epoch 197.322) train_loss=232.15805054 time/batch=0.84s
76861/77903 (epoch 197.325) train_loss=141.15097046 time/batch=0.61s
76862/77903 (epoch 197.327) train_loss=221.82723999 time/batch=0.78s
76863/77903 (epoch 197.330) train_loss=97.82952881 time/batch=0.49s
76864/77903 (epoch 197.332) train_loss=117.72138977 time/batch=0.52s
76865/77903 (epoch 197.335) train_loss=161.10902405 time/batch=0.63s
76866/77903 (epoch 197.337) train_loss=188.14329529 time/batch=0.72s
76867/77903 (epoch 197.340) train_loss=80.72108459 time/batch=0.39s
76868/77903 (epoch 197.343) train_loss=87.84547424 time/batch=0.30s
76869/77903 (epoch 197.345) train_loss=167.16740417 time/batch=0.61s
76870/77903 (epoch 197.348) train_loss=120.39108276 time/batch=0.50s
76871/77903 (epoch 197.350) train_loss=120.67330170 time/batch=0.49s
76872/77903 (epoch 197.353) train_loss=114.20383453 time/batch=0.49s
76873/77903 (epoch 197.355) train_loss=175.56983948 time/batch=0.67s
76874/77903 (epoch 197.358) train_loss=99.97311401 time/batch=0.47s
76875/77903 (epoch 197.361) train_loss=140.66171265 time/batch=0.54s
76876/77903 (epoch 197.363) train_loss=148.15594482 time/batch=0.63s
76877/77903 (epoch 197.366) train_loss=118.28041840 time/batch=0.51s
76878/77903 (epoch 197.368) train_loss=134.86648560 time/batch=0.58s
76879/77903 (epoch 197.371) train_loss=104.94288635 time/batch=0.43s
76880/77903 (epoch 197.373) train_loss=158.81826782 time/batch=0.63s
76881/77903 (epoch 197.376) train_loss=176.58247375 time/batch=0.69s
76882/77903 (epoch 197.378) train_loss=97.32357788 time/batch=0.38s
76883/77903 (epoch 197.381) train_loss=128.58282471 time/batch=0.56s
76884/77903 (epoch 197.384) train_loss=132.67048645 time/batch=0.59s
76885/77903 (epoch 197.386) train_loss=154.32135010 time/batch=0.66s
76886/77903 (epoch 197.389) train_loss=105.88790131 time/batch=0.45s
76887/77903 (epoch 197.391) train_loss=106.57868195 time/batch=0.45s
76888/77903 (epoch 197.394) train_loss=101.34342957 time/batch=0.43s
76889/77903 (epoch 197.396) train_loss=117.96773529 time/batch=0.51s
76890/77903 (epoch 197.399) train_loss=120.63518524 time/batch=0.50s
76891/77903 (epoch 197.402) train_loss=202.76240540 time/batch=0.74s
76892/77903 (epoch 197.404) train_loss=114.89801025 time/batch=0.53s
76893/77903 (epoch 197.407) train_loss=188.08143616 time/batch=0.75s
76894/77903 (epoch 197.409) train_loss=153.74203491 time/batch=0.63s
76895/77903 (epoch 197.412) train_loss=116.94311523 time/batch=0.52s
76896/77903 (epoch 197.414) train_loss=181.87893677 time/batch=0.67s
76897/77903 (epoch 197.417) train_loss=144.52008057 time/batch=0.57s
76898/77903 (epoch 197.420) train_loss=136.71118164 time/batch=0.57s
76899/77903 (epoch 197.422) train_loss=112.44673157 time/batch=0.50s
76900/77903 (epoch 197.425) train_loss=103.96505737 time/batch=0.44s
76901/77903 (epoch 197.427) train_loss=79.54248810 time/batch=0.31s
76902/77903 (epoch 197.430) train_loss=105.53903961 time/batch=0.38s
76903/77903 (epoch 197.432) train_loss=178.80200195 time/batch=0.74s
76904/77903 (epoch 197.435) train_loss=178.33306885 time/batch=0.69s
76905/77903 (epoch 197.438) train_loss=127.40563202 time/batch=0.58s
76906/77903 (epoch 197.440) train_loss=102.84188843 time/batch=0.43s
76907/77903 (epoch 197.443) train_loss=195.28991699 time/batch=0.67s
76908/77903 (epoch 197.445) train_loss=131.94165039 time/batch=0.60s
76909/77903 (epoch 197.448) train_loss=99.77497864 time/batch=0.46s
76910/77903 (epoch 197.450) train_loss=129.75765991 time/batch=0.54s
76911/77903 (epoch 197.453) train_loss=115.63948059 time/batch=0.48s
76912/77903 (epoch 197.455) train_loss=89.35166168 time/batch=0.38s
76913/77903 (epoch 197.458) train_loss=146.64749146 time/batch=0.58s
76914/77903 (epoch 197.461) train_loss=101.20309448 time/batch=0.44s
76915/77903 (epoch 197.463) train_loss=130.56423950 time/batch=0.52s
76916/77903 (epoch 197.466) train_loss=174.07284546 time/batch=0.68s
76917/77903 (epoch 197.468) train_loss=84.96217346 time/batch=0.35s
76918/77903 (epoch 197.471) train_loss=133.59577942 time/batch=0.52s
76919/77903 (epoch 197.473) train_loss=141.28686523 time/batch=0.54s
76920/77903 (epoch 197.476) train_loss=155.41551208 time/batch=0.64s
76921/77903 (epoch 197.479) train_loss=220.66906738 time/batch=0.83s
76922/77903 (epoch 197.481) train_loss=166.78794861 time/batch=0.72s
76923/77903 (epoch 197.484) train_loss=152.75140381 time/batch=0.62s
76924/77903 (epoch 197.486) train_loss=207.23713684 time/batch=0.82s
76925/77903 (epoch 197.489) train_loss=136.00132751 time/batch=0.60s
76926/77903 (epoch 197.491) train_loss=131.96633911 time/batch=0.60s
76927/77903 (epoch 197.494) train_loss=89.03276825 time/batch=0.37s
76928/77903 (epoch 197.497) train_loss=84.94831848 time/batch=0.34s
76929/77903 (epoch 197.499) train_loss=186.29295349 time/batch=0.79s
76930/77903 (epoch 197.502) train_loss=80.38758850 time/batch=0.38s
76931/77903 (epoch 197.504) train_loss=159.14657593 time/batch=0.62s
76932/77903 (epoch 197.507) train_loss=163.76599121 time/batch=0.66s
76933/77903 (epoch 197.509) train_loss=218.65447998 time/batch=0.90s
76934/77903 (epoch 197.512) train_loss=131.66296387 time/batch=0.61s
76935/77903 (epoch 197.515) train_loss=106.92884064 time/batch=0.45s
76936/77903 (epoch 197.517) train_loss=101.44285583 time/batch=0.45s
76937/77903 (epoch 197.520) train_loss=166.11624146 time/batch=0.65s
76938/77903 (epoch 197.522) train_loss=136.25827026 time/batch=0.59s
76939/77903 (epoch 197.525) train_loss=112.78291321 time/batch=0.48s
76940/77903 (epoch 197.527) train_loss=106.61681366 time/batch=0.47s
76941/77903 (epoch 197.530) train_loss=132.95683289 time/batch=0.52s
76942/77903 (epoch 197.533) train_loss=124.05910492 time/batch=0.50s
76943/77903 (epoch 197.535) train_loss=104.85908508 time/batch=0.46s
76944/77903 (epoch 197.538) train_loss=107.54371643 time/batch=0.46s
76945/77903 (epoch 197.540) train_loss=157.18905640 time/batch=0.60s
76946/77903 (epoch 197.543) train_loss=140.94616699 time/batch=0.60s
76947/77903 (epoch 197.545) train_loss=109.42721558 time/batch=0.45s
76948/77903 (epoch 197.548) train_loss=214.45803833 time/batch=0.81s
76949/77903 (epoch 197.550) train_loss=134.27908325 time/batch=0.59s
76950/77903 (epoch 197.553) train_loss=133.57058716 time/batch=0.55s
76951/77903 (epoch 197.556) train_loss=167.70408630 time/batch=0.68s
76952/77903 (epoch 197.558) train_loss=103.53247070 time/batch=0.49s
76953/77903 (epoch 197.561) train_loss=152.24682617 time/batch=0.60s
76954/77903 (epoch 197.563) train_loss=104.24324036 time/batch=0.47s
76955/77903 (epoch 197.566) train_loss=156.93557739 time/batch=0.61s
76956/77903 (epoch 197.568) train_loss=97.24681091 time/batch=0.43s
76957/77903 (epoch 197.571) train_loss=99.49308777 time/batch=0.36s
76958/77903 (epoch 197.574) train_loss=95.48472595 time/batch=0.42s
76959/77903 (epoch 197.576) train_loss=105.90318298 time/batch=0.44s
76960/77903 (epoch 197.579) train_loss=106.11788940 time/batch=0.44s
76961/77903 (epoch 197.581) train_loss=218.26473999 time/batch=0.81s
76962/77903 (epoch 197.584) train_loss=134.45098877 time/batch=0.59s
76963/77903 (epoch 197.586) train_loss=139.98564148 time/batch=0.60s
76964/77903 (epoch 197.589) train_loss=122.86961365 time/batch=0.52s
76965/77903 (epoch 197.592) train_loss=131.59136963 time/batch=0.57s
76966/77903 (epoch 197.594) train_loss=121.45944977 time/batch=0.53s
76967/77903 (epoch 197.597) train_loss=93.10011292 time/batch=0.34s
76968/77903 (epoch 197.599) train_loss=92.12606812 time/batch=0.35s
76969/77903 (epoch 197.602) train_loss=134.14883423 time/batch=0.55s
76970/77903 (epoch 197.604) train_loss=157.56387329 time/batch=0.64s
76971/77903 (epoch 197.607) train_loss=131.34851074 time/batch=0.58s
76972/77903 (epoch 197.610) train_loss=99.93958282 time/batch=0.43s
76973/77903 (epoch 197.612) train_loss=131.06483459 time/batch=0.57s
76974/77903 (epoch 197.615) train_loss=97.89022827 time/batch=0.44s
76975/77903 (epoch 197.617) train_loss=150.01637268 time/batch=0.59s
76976/77903 (epoch 197.620) train_loss=102.04737854 time/batch=0.40s
76977/77903 (epoch 197.622) train_loss=94.54855347 time/batch=0.34s
76978/77903 (epoch 197.625) train_loss=149.61587524 time/batch=0.58s
76979/77903 (epoch 197.628) train_loss=148.01307678 time/batch=0.62s
76980/77903 (epoch 197.630) train_loss=103.78796387 time/batch=0.46s
76981/77903 (epoch 197.633) train_loss=116.46476746 time/batch=0.48s
76982/77903 (epoch 197.635) train_loss=128.73422241 time/batch=0.57s
76983/77903 (epoch 197.638) train_loss=161.13401794 time/batch=0.64s
76984/77903 (epoch 197.640) train_loss=135.39520264 time/batch=0.57s
76985/77903 (epoch 197.643) train_loss=87.28357697 time/batch=0.36s
76986/77903 (epoch 197.645) train_loss=168.04948425 time/batch=0.63s
76987/77903 (epoch 197.648) train_loss=129.50520325 time/batch=0.61s
76988/77903 (epoch 197.651) train_loss=104.91354370 time/batch=0.45s
76989/77903 (epoch 197.653) train_loss=152.31901550 time/batch=0.62s
76990/77903 (epoch 197.656) train_loss=138.17901611 time/batch=0.61s
76991/77903 (epoch 197.658) train_loss=130.04452515 time/batch=0.56s
76992/77903 (epoch 197.661) train_loss=175.47042847 time/batch=0.68s
76993/77903 (epoch 197.663) train_loss=130.83453369 time/batch=0.55s
76994/77903 (epoch 197.666) train_loss=153.28083801 time/batch=0.59s
76995/77903 (epoch 197.669) train_loss=96.78620911 time/batch=0.45s
76996/77903 (epoch 197.671) train_loss=103.49069214 time/batch=0.46s
76997/77903 (epoch 197.674) train_loss=107.80896759 time/batch=0.44s
76998/77903 (epoch 197.676) train_loss=152.93539429 time/batch=0.59s
76999/77903 (epoch 197.679) train_loss=103.94726562 time/batch=0.47s
Validating
    loss:	205.570035

77000/77903 (epoch 197.681) train_loss=109.10693359 time/batch=4.27s
77001/77903 (epoch 197.684) train_loss=93.36885071 time/batch=0.36s
77002/77903 (epoch 197.687) train_loss=139.13171387 time/batch=0.53s
77003/77903 (epoch 197.689) train_loss=131.53442383 time/batch=0.58s
77004/77903 (epoch 197.692) train_loss=137.38128662 time/batch=0.56s
77005/77903 (epoch 197.694) train_loss=134.99833679 time/batch=0.51s
77006/77903 (epoch 197.697) train_loss=128.03869629 time/batch=0.52s
77007/77903 (epoch 197.699) train_loss=126.74636841 time/batch=0.57s
77008/77903 (epoch 197.702) train_loss=135.70396423 time/batch=0.58s
77009/77903 (epoch 197.705) train_loss=108.96826172 time/batch=0.49s
77010/77903 (epoch 197.707) train_loss=113.80738831 time/batch=0.46s
77011/77903 (epoch 197.710) train_loss=131.04916382 time/batch=0.57s
77012/77903 (epoch 197.712) train_loss=107.50671387 time/batch=0.48s
77013/77903 (epoch 197.715) train_loss=138.38922119 time/batch=0.58s
77014/77903 (epoch 197.717) train_loss=131.70285034 time/batch=0.61s
77015/77903 (epoch 197.720) train_loss=126.67784119 time/batch=0.53s
77016/77903 (epoch 197.722) train_loss=107.50694275 time/batch=0.48s
77017/77903 (epoch 197.725) train_loss=132.71130371 time/batch=0.53s
77018/77903 (epoch 197.728) train_loss=145.17224121 time/batch=0.61s
77019/77903 (epoch 197.730) train_loss=124.28738403 time/batch=0.55s
77020/77903 (epoch 197.733) train_loss=173.02961731 time/batch=0.69s
77021/77903 (epoch 197.735) train_loss=162.16326904 time/batch=0.67s
77022/77903 (epoch 197.738) train_loss=148.65328979 time/batch=0.66s
setting learning rate to 0.0000137
77023/77903 (epoch 197.740) train_loss=546.74713135 time/batch=1.80s
77024/77903 (epoch 197.743) train_loss=565.43432617 time/batch=2.14s
77025/77903 (epoch 197.746) train_loss=92.08148193 time/batch=0.59s
77026/77903 (epoch 197.748) train_loss=369.36694336 time/batch=1.25s
77027/77903 (epoch 197.751) train_loss=88.95484161 time/batch=0.41s
77028/77903 (epoch 197.753) train_loss=773.91223145 time/batch=2.59s
77029/77903 (epoch 197.756) train_loss=1191.72009277 time/batch=7.18s
77030/77903 (epoch 197.758) train_loss=300.09384155 time/batch=1.96s
77031/77903 (epoch 197.761) train_loss=280.82113647 time/batch=1.06s
77032/77903 (epoch 197.764) train_loss=492.24417114 time/batch=1.68s
77033/77903 (epoch 197.766) train_loss=158.51628113 time/batch=0.80s
77034/77903 (epoch 197.769) train_loss=156.64762878 time/batch=0.68s
77035/77903 (epoch 197.771) train_loss=258.91125488 time/batch=0.93s
77036/77903 (epoch 197.774) train_loss=334.58074951 time/batch=1.22s
77037/77903 (epoch 197.776) train_loss=188.03970337 time/batch=0.83s
77038/77903 (epoch 197.779) train_loss=93.36505127 time/batch=0.37s
77039/77903 (epoch 197.782) train_loss=296.19317627 time/batch=0.99s
77040/77903 (epoch 197.784) train_loss=152.54524231 time/batch=0.68s
77041/77903 (epoch 197.787) train_loss=539.98937988 time/batch=2.03s
77042/77903 (epoch 197.789) train_loss=133.29193115 time/batch=0.79s
77043/77903 (epoch 197.792) train_loss=272.82977295 time/batch=1.08s
77044/77903 (epoch 197.794) train_loss=134.02172852 time/batch=0.62s
77045/77903 (epoch 197.797) train_loss=84.32225800 time/batch=0.32s
77046/77903 (epoch 197.800) train_loss=188.71835327 time/batch=0.70s
77047/77903 (epoch 197.802) train_loss=100.74915314 time/batch=0.48s
77048/77903 (epoch 197.805) train_loss=113.56148529 time/batch=0.47s
77049/77903 (epoch 197.807) train_loss=103.35530090 time/batch=0.44s
77050/77903 (epoch 197.810) train_loss=302.83023071 time/batch=1.01s
77051/77903 (epoch 197.812) train_loss=155.73693848 time/batch=0.71s
77052/77903 (epoch 197.815) train_loss=589.92907715 time/batch=2.71s
77053/77903 (epoch 197.817) train_loss=335.37725830 time/batch=1.45s
77054/77903 (epoch 197.820) train_loss=83.30741119 time/batch=0.44s
77055/77903 (epoch 197.823) train_loss=103.87611389 time/batch=0.37s
77056/77903 (epoch 197.825) train_loss=415.42816162 time/batch=1.31s
77057/77903 (epoch 197.828) train_loss=275.16238403 time/batch=1.09s
77058/77903 (epoch 197.830) train_loss=469.53356934 time/batch=1.57s
77059/77903 (epoch 197.833) train_loss=99.22409821 time/batch=0.59s
77060/77903 (epoch 197.835) train_loss=320.42425537 time/batch=1.12s
77061/77903 (epoch 197.838) train_loss=96.00842285 time/batch=0.48s
77062/77903 (epoch 197.841) train_loss=341.12545776 time/batch=1.22s
77063/77903 (epoch 197.843) train_loss=278.37933350 time/batch=1.17s
77064/77903 (epoch 197.846) train_loss=116.28512573 time/batch=0.58s
77065/77903 (epoch 197.848) train_loss=263.18295288 time/batch=0.94s
77066/77903 (epoch 197.851) train_loss=95.95941162 time/batch=0.49s
77067/77903 (epoch 197.853) train_loss=114.40419006 time/batch=0.48s
77068/77903 (epoch 197.856) train_loss=99.66601562 time/batch=0.44s
77069/77903 (epoch 197.859) train_loss=398.64080811 time/batch=1.35s
77070/77903 (epoch 197.861) train_loss=204.99551392 time/batch=0.95s
77071/77903 (epoch 197.864) train_loss=178.72076416 time/batch=0.72s
77072/77903 (epoch 197.866) train_loss=251.11593628 time/batch=0.95s
77073/77903 (epoch 197.869) train_loss=360.17108154 time/batch=1.26s
77074/77903 (epoch 197.871) train_loss=339.47589111 time/batch=1.28s
77075/77903 (epoch 197.874) train_loss=131.31771851 time/batch=0.63s
77076/77903 (epoch 197.877) train_loss=204.21629333 time/batch=0.82s
77077/77903 (epoch 197.879) train_loss=291.34460449 time/batch=1.08s
77078/77903 (epoch 197.882) train_loss=419.83349609 time/batch=1.50s
77079/77903 (epoch 197.884) train_loss=295.33358765 time/batch=1.16s
77080/77903 (epoch 197.887) train_loss=102.59355164 time/batch=0.55s
77081/77903 (epoch 197.889) train_loss=211.59252930 time/batch=0.81s
77082/77903 (epoch 197.892) train_loss=103.77160645 time/batch=0.45s
77083/77903 (epoch 197.895) train_loss=156.79719543 time/batch=0.62s
77084/77903 (epoch 197.897) train_loss=155.01818848 time/batch=0.65s
77085/77903 (epoch 197.900) train_loss=69.23271179 time/batch=0.27s
77086/77903 (epoch 197.902) train_loss=153.72340393 time/batch=0.58s
77087/77903 (epoch 197.905) train_loss=162.18638611 time/batch=0.66s
77088/77903 (epoch 197.907) train_loss=79.28531647 time/batch=0.32s
77089/77903 (epoch 197.910) train_loss=186.09283447 time/batch=0.70s
77090/77903 (epoch 197.912) train_loss=309.19952393 time/batch=1.07s
77091/77903 (epoch 197.915) train_loss=193.06576538 time/batch=0.83s
77092/77903 (epoch 197.918) train_loss=255.96942139 time/batch=0.97s
77093/77903 (epoch 197.920) train_loss=387.49670410 time/batch=1.43s
77094/77903 (epoch 197.923) train_loss=246.46820068 time/batch=1.02s
77095/77903 (epoch 197.925) train_loss=162.90583801 time/batch=0.69s
77096/77903 (epoch 197.928) train_loss=388.27465820 time/batch=1.40s
77097/77903 (epoch 197.930) train_loss=265.84606934 time/batch=1.08s
77098/77903 (epoch 197.933) train_loss=193.74606323 time/batch=0.80s
77099/77903 (epoch 197.936) train_loss=238.47795105 time/batch=0.90s
77100/77903 (epoch 197.938) train_loss=345.80972290 time/batch=1.27s
77101/77903 (epoch 197.941) train_loss=199.20994568 time/batch=0.89s
77102/77903 (epoch 197.943) train_loss=196.88879395 time/batch=0.79s
77103/77903 (epoch 197.946) train_loss=126.87222290 time/batch=0.61s
77104/77903 (epoch 197.948) train_loss=194.62913513 time/batch=0.84s
77105/77903 (epoch 197.951) train_loss=332.71652222 time/batch=1.26s
77106/77903 (epoch 197.954) train_loss=290.20385742 time/batch=1.19s
77107/77903 (epoch 197.956) train_loss=248.30216980 time/batch=0.99s
77108/77903 (epoch 197.959) train_loss=200.16062927 time/batch=0.78s
77109/77903 (epoch 197.961) train_loss=249.12777710 time/batch=0.91s
77110/77903 (epoch 197.964) train_loss=297.80859375 time/batch=1.13s
77111/77903 (epoch 197.966) train_loss=165.36605835 time/batch=0.75s
77112/77903 (epoch 197.969) train_loss=77.08087158 time/batch=0.35s
77113/77903 (epoch 197.972) train_loss=366.84558105 time/batch=1.41s
77114/77903 (epoch 197.974) train_loss=215.71559143 time/batch=1.00s
77115/77903 (epoch 197.977) train_loss=243.50723267 time/batch=0.94s
77116/77903 (epoch 197.979) train_loss=84.96878052 time/batch=0.39s
77117/77903 (epoch 197.982) train_loss=138.43890381 time/batch=0.52s
77118/77903 (epoch 197.984) train_loss=131.43490601 time/batch=0.54s
77119/77903 (epoch 197.987) train_loss=72.44119263 time/batch=0.28s
77120/77903 (epoch 197.989) train_loss=300.64157104 time/batch=1.05s
77121/77903 (epoch 197.992) train_loss=117.68593597 time/batch=0.58s
77122/77903 (epoch 197.995) train_loss=141.15151978 time/batch=0.54s
77123/77903 (epoch 197.997) train_loss=102.13436890 time/batch=0.42s
77124/77903 (epoch 198.000) train_loss=194.86465454 time/batch=0.74s
77125/77903 (epoch 198.002) train_loss=195.04426575 time/batch=0.79s
77126/77903 (epoch 198.005) train_loss=179.53488159 time/batch=0.74s
77127/77903 (epoch 198.007) train_loss=216.99429321 time/batch=0.82s
77128/77903 (epoch 198.010) train_loss=67.96107483 time/batch=0.30s
77129/77903 (epoch 198.013) train_loss=260.26861572 time/batch=0.90s
77130/77903 (epoch 198.015) train_loss=212.63146973 time/batch=0.88s
77131/77903 (epoch 198.018) train_loss=175.85437012 time/batch=0.73s
77132/77903 (epoch 198.020) train_loss=205.34757996 time/batch=0.79s
77133/77903 (epoch 198.023) train_loss=90.33198547 time/batch=0.39s
77134/77903 (epoch 198.025) train_loss=227.94656372 time/batch=0.74s
77135/77903 (epoch 198.028) train_loss=151.50482178 time/batch=0.63s
77136/77903 (epoch 198.031) train_loss=154.65942383 time/batch=0.68s
77137/77903 (epoch 198.033) train_loss=250.18991089 time/batch=0.91s
77138/77903 (epoch 198.036) train_loss=209.77461243 time/batch=0.85s
77139/77903 (epoch 198.038) train_loss=184.49430847 time/batch=0.72s
77140/77903 (epoch 198.041) train_loss=101.20751953 time/batch=0.48s
77141/77903 (epoch 198.043) train_loss=134.05856323 time/batch=0.58s
77142/77903 (epoch 198.046) train_loss=121.51741791 time/batch=0.49s
77143/77903 (epoch 198.049) train_loss=104.14914703 time/batch=0.44s
77144/77903 (epoch 198.051) train_loss=71.95376587 time/batch=0.27s
77145/77903 (epoch 198.054) train_loss=153.92318726 time/batch=0.59s
77146/77903 (epoch 198.056) train_loss=199.29360962 time/batch=0.73s
77147/77903 (epoch 198.059) train_loss=98.72706604 time/batch=0.43s
77148/77903 (epoch 198.061) train_loss=119.62055206 time/batch=0.51s
77149/77903 (epoch 198.064) train_loss=223.93231201 time/batch=0.85s
77150/77903 (epoch 198.067) train_loss=199.27615356 time/batch=0.84s
77151/77903 (epoch 198.069) train_loss=219.75619507 time/batch=0.86s
77152/77903 (epoch 198.072) train_loss=210.18959045 time/batch=0.84s
77153/77903 (epoch 198.074) train_loss=210.67535400 time/batch=0.84s
77154/77903 (epoch 198.077) train_loss=131.46139526 time/batch=0.62s
77155/77903 (epoch 198.079) train_loss=214.47479248 time/batch=0.84s
77156/77903 (epoch 198.082) train_loss=190.48419189 time/batch=0.76s
77157/77903 (epoch 198.084) train_loss=207.93820190 time/batch=0.84s
77158/77903 (epoch 198.087) train_loss=99.36462402 time/batch=0.50s
77159/77903 (epoch 198.090) train_loss=99.85833740 time/batch=0.40s
77160/77903 (epoch 198.092) train_loss=302.76129150 time/batch=1.08s
77161/77903 (epoch 198.095) train_loss=117.18161011 time/batch=0.58s
77162/77903 (epoch 198.097) train_loss=80.97379303 time/batch=0.28s
77163/77903 (epoch 198.100) train_loss=175.90902710 time/batch=0.64s
77164/77903 (epoch 198.102) train_loss=276.94168091 time/batch=1.00s
77165/77903 (epoch 198.105) train_loss=103.11997986 time/batch=0.48s
77166/77903 (epoch 198.108) train_loss=186.65655518 time/batch=0.71s
77167/77903 (epoch 198.110) train_loss=116.22208405 time/batch=0.51s
77168/77903 (epoch 198.113) train_loss=149.64901733 time/batch=0.60s
77169/77903 (epoch 198.115) train_loss=215.58151245 time/batch=0.80s
77170/77903 (epoch 198.118) train_loss=139.74949646 time/batch=0.61s
77171/77903 (epoch 198.120) train_loss=85.67581177 time/batch=0.35s
77172/77903 (epoch 198.123) train_loss=81.88627625 time/batch=0.31s
77173/77903 (epoch 198.126) train_loss=272.56457520 time/batch=0.93s
77174/77903 (epoch 198.128) train_loss=185.15676880 time/batch=0.77s
77175/77903 (epoch 198.131) train_loss=87.87363434 time/batch=0.36s
77176/77903 (epoch 198.133) train_loss=103.70059967 time/batch=0.40s
77177/77903 (epoch 198.136) train_loss=129.64831543 time/batch=0.57s
77178/77903 (epoch 198.138) train_loss=136.52487183 time/batch=0.57s
77179/77903 (epoch 198.141) train_loss=201.46145630 time/batch=0.71s
77180/77903 (epoch 198.144) train_loss=87.66020203 time/batch=0.40s
77181/77903 (epoch 198.146) train_loss=95.01915741 time/batch=0.32s
77182/77903 (epoch 198.149) train_loss=125.23310852 time/batch=0.49s
77183/77903 (epoch 198.151) train_loss=183.45626831 time/batch=0.69s
77184/77903 (epoch 198.154) train_loss=94.11984253 time/batch=0.39s
77185/77903 (epoch 198.156) train_loss=124.64266968 time/batch=0.50s
77186/77903 (epoch 198.159) train_loss=265.35980225 time/batch=0.90s
77187/77903 (epoch 198.161) train_loss=103.89910889 time/batch=0.52s
77188/77903 (epoch 198.164) train_loss=153.12107849 time/batch=0.59s
77189/77903 (epoch 198.167) train_loss=87.24886322 time/batch=0.37s
77190/77903 (epoch 198.169) train_loss=208.78671265 time/batch=0.76s
77191/77903 (epoch 198.172) train_loss=207.33683777 time/batch=0.81s
77192/77903 (epoch 198.174) train_loss=84.21598816 time/batch=0.33s
77193/77903 (epoch 198.177) train_loss=164.53109741 time/batch=0.61s
77194/77903 (epoch 198.179) train_loss=127.82354736 time/batch=0.60s
77195/77903 (epoch 198.182) train_loss=195.00311279 time/batch=0.74s
77196/77903 (epoch 198.185) train_loss=87.88065338 time/batch=0.35s
77197/77903 (epoch 198.187) train_loss=93.25621796 time/batch=0.33s
77198/77903 (epoch 198.190) train_loss=97.82817841 time/batch=0.39s
77199/77903 (epoch 198.192) train_loss=94.48825073 time/batch=0.35s
77200/77903 (epoch 198.195) train_loss=149.13652039 time/batch=0.57s
77201/77903 (epoch 198.197) train_loss=190.75477600 time/batch=0.75s
77202/77903 (epoch 198.200) train_loss=142.75878906 time/batch=0.62s
77203/77903 (epoch 198.203) train_loss=173.75738525 time/batch=0.67s
77204/77903 (epoch 198.205) train_loss=105.03662109 time/batch=0.46s
77205/77903 (epoch 198.208) train_loss=141.09527588 time/batch=0.55s
77206/77903 (epoch 198.210) train_loss=66.76660156 time/batch=0.27s
77207/77903 (epoch 198.213) train_loss=118.97795868 time/batch=0.45s
77208/77903 (epoch 198.215) train_loss=109.27737427 time/batch=0.48s
77209/77903 (epoch 198.218) train_loss=102.58499908 time/batch=0.45s
77210/77903 (epoch 198.221) train_loss=93.98686218 time/batch=0.34s
77211/77903 (epoch 198.223) train_loss=92.37548828 time/batch=0.35s
77212/77903 (epoch 198.226) train_loss=155.57875061 time/batch=0.62s
77213/77903 (epoch 198.228) train_loss=190.11004639 time/batch=0.77s
77214/77903 (epoch 198.231) train_loss=175.35198975 time/batch=0.71s
77215/77903 (epoch 198.233) train_loss=105.28561401 time/batch=0.45s
77216/77903 (epoch 198.236) train_loss=100.87158203 time/batch=0.39s
77217/77903 (epoch 198.239) train_loss=172.67181396 time/batch=0.66s
77218/77903 (epoch 198.241) train_loss=152.04231262 time/batch=0.64s
77219/77903 (epoch 198.244) train_loss=110.17008972 time/batch=0.47s
77220/77903 (epoch 198.246) train_loss=251.09030151 time/batch=0.88s
77221/77903 (epoch 198.249) train_loss=120.50526428 time/batch=0.55s
77222/77903 (epoch 198.251) train_loss=82.75476074 time/batch=0.29s
77223/77903 (epoch 198.254) train_loss=150.67498779 time/batch=0.58s
