vocabulary size: 212
n tunes: 89927
n train tunes: 85447.0
n validation tunes: 4480.0
126870/133510 (epoch 95.026) train_loss=371.04574585 time/batch=1.28s
126871/133510 (epoch 95.027) train_loss=226.44201660 time/batch=1.04s
126872/133510 (epoch 95.027) train_loss=407.32333374 time/batch=1.50s
126873/133510 (epoch 95.028) train_loss=143.90187073 time/batch=0.78s
126874/133510 (epoch 95.029) train_loss=497.39102173 time/batch=1.53s
126875/133510 (epoch 95.030) train_loss=269.76235962 time/batch=1.21s
126876/133510 (epoch 95.030) train_loss=1282.29736328 time/batch=6.98s
126877/133510 (epoch 95.031) train_loss=272.20898438 time/batch=1.94s
126878/133510 (epoch 95.032) train_loss=191.71667480 time/batch=0.84s
126879/133510 (epoch 95.033) train_loss=209.67156982 time/batch=0.83s
126880/133510 (epoch 95.033) train_loss=128.03312683 time/batch=0.57s
126881/133510 (epoch 95.034) train_loss=91.79391479 time/batch=0.45s
126882/133510 (epoch 95.035) train_loss=288.19512939 time/batch=1.00s
126883/133510 (epoch 95.036) train_loss=74.66880035 time/batch=0.39s
126884/133510 (epoch 95.036) train_loss=97.63409424 time/batch=0.40s
126885/133510 (epoch 95.037) train_loss=103.66944885 time/batch=0.46s
126886/133510 (epoch 95.038) train_loss=192.09928894 time/batch=0.70s
126887/133510 (epoch 95.039) train_loss=216.46289062 time/batch=0.87s
126888/133510 (epoch 95.039) train_loss=197.02493286 time/batch=0.81s
126889/133510 (epoch 95.040) train_loss=296.55761719 time/batch=1.02s
126890/133510 (epoch 95.041) train_loss=292.66589355 time/batch=1.15s
126891/133510 (epoch 95.042) train_loss=666.90893555 time/batch=2.13s
126892/133510 (epoch 95.042) train_loss=70.04022217 time/batch=0.52s
126893/133510 (epoch 95.043) train_loss=158.74047852 time/batch=0.65s
126894/133510 (epoch 95.044) train_loss=211.35975647 time/batch=0.84s
126895/133510 (epoch 95.045) train_loss=76.41270447 time/batch=0.37s
126896/133510 (epoch 95.045) train_loss=567.49298096 time/batch=1.76s
126897/133510 (epoch 95.046) train_loss=130.12878418 time/batch=0.73s
126898/133510 (epoch 95.047) train_loss=300.30676270 time/batch=1.05s
126899/133510 (epoch 95.048) train_loss=98.24546814 time/batch=0.48s
126900/133510 (epoch 95.048) train_loss=219.82800293 time/batch=0.86s
126901/133510 (epoch 95.049) train_loss=88.99807739 time/batch=0.48s
126902/133510 (epoch 95.050) train_loss=88.50025177 time/batch=0.46s
126903/133510 (epoch 95.051) train_loss=242.30180359 time/batch=0.91s
126904/133510 (epoch 95.051) train_loss=134.23611450 time/batch=0.65s
126905/133510 (epoch 95.052) train_loss=119.78755188 time/batch=0.54s
126906/133510 (epoch 95.053) train_loss=72.85399628 time/batch=0.29s
126907/133510 (epoch 95.054) train_loss=449.05328369 time/batch=1.29s
126908/133510 (epoch 95.054) train_loss=347.86599731 time/batch=1.33s
126909/133510 (epoch 95.055) train_loss=355.53302002 time/batch=1.37s
126910/133510 (epoch 95.056) train_loss=563.57159424 time/batch=1.76s
126911/133510 (epoch 95.057) train_loss=367.74127197 time/batch=1.41s
126912/133510 (epoch 95.057) train_loss=95.03248596 time/batch=0.58s
126913/133510 (epoch 95.058) train_loss=451.97625732 time/batch=1.47s
126914/133510 (epoch 95.059) train_loss=318.45495605 time/batch=1.22s
126915/133510 (epoch 95.060) train_loss=541.28186035 time/batch=1.89s
126916/133510 (epoch 95.060) train_loss=176.94554138 time/batch=1.00s
126917/133510 (epoch 95.061) train_loss=146.32705688 time/batch=0.70s
126918/133510 (epoch 95.062) train_loss=281.58425903 time/batch=0.99s
126919/133510 (epoch 95.063) train_loss=211.40696716 time/batch=0.85s
126920/133510 (epoch 95.063) train_loss=90.99490356 time/batch=0.49s
126921/133510 (epoch 95.064) train_loss=568.52197266 time/batch=2.04s
126922/133510 (epoch 95.065) train_loss=454.10162354 time/batch=1.77s
126923/133510 (epoch 95.066) train_loss=64.50834656 time/batch=0.42s
126924/133510 (epoch 95.066) train_loss=172.48522949 time/batch=0.66s
126925/133510 (epoch 95.067) train_loss=98.97502136 time/batch=0.42s
126926/133510 (epoch 95.068) train_loss=113.30793762 time/batch=0.54s
126927/133510 (epoch 95.069) train_loss=356.92822266 time/batch=1.20s
126928/133510 (epoch 95.069) train_loss=292.23846436 time/batch=1.17s
126929/133510 (epoch 95.070) train_loss=336.52243042 time/batch=1.33s
126930/133510 (epoch 95.071) train_loss=73.86013794 time/batch=0.40s
126931/133510 (epoch 95.072) train_loss=77.99485779 time/batch=0.33s
126932/133510 (epoch 95.072) train_loss=225.64230347 time/batch=0.88s
126933/133510 (epoch 95.073) train_loss=240.77745056 time/batch=0.94s
126934/133510 (epoch 95.074) train_loss=239.52664185 time/batch=0.93s
126935/133510 (epoch 95.075) train_loss=121.36565399 time/batch=0.57s
126936/133510 (epoch 95.075) train_loss=452.99011230 time/batch=1.38s
126937/133510 (epoch 95.076) train_loss=72.68861389 time/batch=0.38s
126938/133510 (epoch 95.077) train_loss=194.57040405 time/batch=0.70s
126939/133510 (epoch 95.078) train_loss=497.11798096 time/batch=1.58s
126940/133510 (epoch 95.078) train_loss=131.37329102 time/batch=0.70s
126941/133510 (epoch 95.079) train_loss=166.60887146 time/batch=0.70s
126942/133510 (epoch 95.080) train_loss=139.85420227 time/batch=0.65s
126943/133510 (epoch 95.081) train_loss=387.97674561 time/batch=1.26s
126944/133510 (epoch 95.081) train_loss=561.21551514 time/batch=1.94s
126945/133510 (epoch 95.082) train_loss=180.82373047 time/batch=0.89s
126946/133510 (epoch 95.083) train_loss=71.73450470 time/batch=0.35s
126947/133510 (epoch 95.084) train_loss=144.75804138 time/batch=0.58s
126948/133510 (epoch 95.084) train_loss=171.91197205 time/batch=0.71s
126949/133510 (epoch 95.085) train_loss=184.46223450 time/batch=0.75s
126950/133510 (epoch 95.086) train_loss=173.43838501 time/batch=0.77s
126951/133510 (epoch 95.087) train_loss=394.45095825 time/batch=1.30s
126952/133510 (epoch 95.087) train_loss=216.39724731 time/batch=0.91s
126953/133510 (epoch 95.088) train_loss=128.02133179 time/batch=0.61s
126954/133510 (epoch 95.089) train_loss=356.32623291 time/batch=1.30s
126955/133510 (epoch 95.090) train_loss=283.67053223 time/batch=1.06s
126956/133510 (epoch 95.090) train_loss=276.49139404 time/batch=1.08s
126957/133510 (epoch 95.091) train_loss=142.82482910 time/batch=0.69s
126958/133510 (epoch 95.092) train_loss=99.83126831 time/batch=0.49s
126959/133510 (epoch 95.093) train_loss=281.86761475 time/batch=1.08s
126960/133510 (epoch 95.093) train_loss=277.32351685 time/batch=1.06s
126961/133510 (epoch 95.094) train_loss=99.56369781 time/batch=0.54s
126962/133510 (epoch 95.095) train_loss=212.91799927 time/batch=0.74s
126963/133510 (epoch 95.096) train_loss=73.31412506 time/batch=0.35s
126964/133510 (epoch 95.096) train_loss=188.98233032 time/batch=0.73s
126965/133510 (epoch 95.097) train_loss=197.93711853 time/batch=0.84s
126966/133510 (epoch 95.098) train_loss=84.89127350 time/batch=0.35s
126967/133510 (epoch 95.099) train_loss=130.40481567 time/batch=0.57s
126968/133510 (epoch 95.099) train_loss=113.08809662 time/batch=0.59s
126969/133510 (epoch 95.100) train_loss=226.13323975 time/batch=0.87s
126970/133510 (epoch 95.101) train_loss=126.26364136 time/batch=0.59s
126971/133510 (epoch 95.102) train_loss=299.69360352 time/batch=1.12s
126972/133510 (epoch 95.102) train_loss=341.64553833 time/batch=1.12s
126973/133510 (epoch 95.103) train_loss=195.57189941 time/batch=0.88s
126974/133510 (epoch 95.104) train_loss=193.63658142 time/batch=0.79s
126975/133510 (epoch 95.105) train_loss=332.06405640 time/batch=1.20s
126976/133510 (epoch 95.105) train_loss=239.00784302 time/batch=1.00s
126977/133510 (epoch 95.106) train_loss=263.55612183 time/batch=1.11s
126978/133510 (epoch 95.107) train_loss=205.96714783 time/batch=0.92s
126979/133510 (epoch 95.108) train_loss=546.60229492 time/batch=1.62s
126980/133510 (epoch 95.108) train_loss=168.90318298 time/batch=0.88s
126981/133510 (epoch 95.109) train_loss=191.18681335 time/batch=0.76s
126982/133510 (epoch 95.110) train_loss=213.65623474 time/batch=0.88s
126983/133510 (epoch 95.111) train_loss=86.70970154 time/batch=0.52s
126984/133510 (epoch 95.111) train_loss=177.90171814 time/batch=0.68s
126985/133510 (epoch 95.112) train_loss=178.07424927 time/batch=0.74s
126986/133510 (epoch 95.113) train_loss=81.88353729 time/batch=0.34s
126987/133510 (epoch 95.114) train_loss=191.81610107 time/batch=0.77s
126988/133510 (epoch 95.114) train_loss=536.98376465 time/batch=2.11s
126989/133510 (epoch 95.115) train_loss=136.48211670 time/batch=0.78s
126990/133510 (epoch 95.116) train_loss=153.23709106 time/batch=0.68s
126991/133510 (epoch 95.117) train_loss=92.11251831 time/batch=0.46s
126992/133510 (epoch 95.117) train_loss=76.13094330 time/batch=0.30s
126993/133510 (epoch 95.118) train_loss=237.41612244 time/batch=1.05s
126994/133510 (epoch 95.119) train_loss=271.67065430 time/batch=1.19s
126995/133510 (epoch 95.120) train_loss=178.95140076 time/batch=0.86s
126996/133510 (epoch 95.120) train_loss=64.27557373 time/batch=0.37s
126997/133510 (epoch 95.121) train_loss=112.13061523 time/batch=0.56s
126998/133510 (epoch 95.122) train_loss=114.01497650 time/batch=0.53s
126999/133510 (epoch 95.123) train_loss=214.98812866 time/batch=0.77s
Validating
    loss:	nan

127000/133510 (epoch 95.123) train_loss=235.51321411 time/batch=11.64s
127001/133510 (epoch 95.124) train_loss=169.55691528 time/batch=0.83s
127002/133510 (epoch 95.125) train_loss=440.82086182 time/batch=1.43s
127003/133510 (epoch 95.126) train_loss=320.40792847 time/batch=1.18s
127004/133510 (epoch 95.126) train_loss=223.04075623 time/batch=0.92s
127005/133510 (epoch 95.127) train_loss=77.64962769 time/batch=0.34s
127006/133510 (epoch 95.128) train_loss=121.94343567 time/batch=0.56s
127007/133510 (epoch 95.129) train_loss=334.34295654 time/batch=1.26s
127008/133510 (epoch 95.129) train_loss=179.78677368 time/batch=0.92s
127009/133510 (epoch 95.130) train_loss=135.18540955 time/batch=0.65s
127010/133510 (epoch 95.131) train_loss=339.57299805 time/batch=1.18s
127011/133510 (epoch 95.132) train_loss=193.14961243 time/batch=0.86s
127012/133510 (epoch 95.132) train_loss=246.83978271 time/batch=0.95s
127013/133510 (epoch 95.133) train_loss=276.81655884 time/batch=1.01s
127014/133510 (epoch 95.134) train_loss=226.28596497 time/batch=0.93s
127015/133510 (epoch 95.135) train_loss=82.43318176 time/batch=0.40s
127016/133510 (epoch 95.135) train_loss=188.89721680 time/batch=0.74s
127017/133510 (epoch 95.136) train_loss=112.91515350 time/batch=0.61s
127018/133510 (epoch 95.137) train_loss=286.31591797 time/batch=1.06s
127019/133510 (epoch 95.138) train_loss=170.16165161 time/batch=0.75s
127020/133510 (epoch 95.138) train_loss=167.44845581 time/batch=0.62s
127021/133510 (epoch 95.139) train_loss=314.59967041 time/batch=1.00s
127022/133510 (epoch 95.140) train_loss=234.83273315 time/batch=0.91s
127023/133510 (epoch 95.141) train_loss=266.40612793 time/batch=1.00s
127024/133510 (epoch 95.141) train_loss=199.14480591 time/batch=0.81s
127025/133510 (epoch 95.142) train_loss=185.92674255 time/batch=0.86s
127026/133510 (epoch 95.143) train_loss=75.04391479 time/batch=0.40s
127027/133510 (epoch 95.144) train_loss=123.51928711 time/batch=0.50s
127028/133510 (epoch 95.144) train_loss=346.29843140 time/batch=1.01s
127029/133510 (epoch 95.145) train_loss=295.56320190 time/batch=1.16s
127030/133510 (epoch 95.146) train_loss=263.71615601 time/batch=1.07s
127031/133510 (epoch 95.147) train_loss=114.83375549 time/batch=0.58s
127032/133510 (epoch 95.147) train_loss=346.49884033 time/batch=1.13s
127033/133510 (epoch 95.148) train_loss=127.59758759 time/batch=0.63s
127034/133510 (epoch 95.149) train_loss=62.75496674 time/batch=0.27s
127035/133510 (epoch 95.150) train_loss=115.63430786 time/batch=0.52s
127036/133510 (epoch 95.150) train_loss=233.82804871 time/batch=0.89s
127037/133510 (epoch 95.151) train_loss=80.58632660 time/batch=0.34s
127038/133510 (epoch 95.152) train_loss=135.81858826 time/batch=0.52s
127039/133510 (epoch 95.153) train_loss=62.49261475 time/batch=0.26s
127040/133510 (epoch 95.153) train_loss=246.53555298 time/batch=0.86s
127041/133510 (epoch 95.154) train_loss=169.83816528 time/batch=0.77s
127042/133510 (epoch 95.155) train_loss=179.14572144 time/batch=0.76s
127043/133510 (epoch 95.155) train_loss=107.70153046 time/batch=0.58s
127044/133510 (epoch 95.156) train_loss=191.72358704 time/batch=0.79s
127045/133510 (epoch 95.157) train_loss=83.48802948 time/batch=0.41s
127046/133510 (epoch 95.158) train_loss=218.62329102 time/batch=0.84s
127047/133510 (epoch 95.158) train_loss=229.44473267 time/batch=0.92s
127048/133510 (epoch 95.159) train_loss=194.90150452 time/batch=0.84s
127049/133510 (epoch 95.160) train_loss=123.13508606 time/batch=0.61s
127050/133510 (epoch 95.161) train_loss=228.75091553 time/batch=0.89s
127051/133510 (epoch 95.161) train_loss=93.07929993 time/batch=0.46s
127052/133510 (epoch 95.162) train_loss=90.26463318 time/batch=0.39s
127053/133510 (epoch 95.163) train_loss=170.91651917 time/batch=0.81s
127054/133510 (epoch 95.164) train_loss=135.78645325 time/batch=0.68s
127055/133510 (epoch 95.164) train_loss=287.32125854 time/batch=1.05s
127056/133510 (epoch 95.165) train_loss=97.85868835 time/batch=0.49s
127057/133510 (epoch 95.166) train_loss=284.76763916 time/batch=0.99s
127058/133510 (epoch 95.167) train_loss=77.77708435 time/batch=0.40s
127059/133510 (epoch 95.167) train_loss=393.41577148 time/batch=1.20s
127060/133510 (epoch 95.168) train_loss=94.38188171 time/batch=0.58s
127061/133510 (epoch 95.169) train_loss=266.62420654 time/batch=0.94s
127062/133510 (epoch 95.170) train_loss=397.50708008 time/batch=1.38s
127063/133510 (epoch 95.170) train_loss=115.60919189 time/batch=0.64s
127064/133510 (epoch 95.171) train_loss=185.10263062 time/batch=0.68s
127065/133510 (epoch 95.172) train_loss=112.46407318 time/batch=0.53s
127066/133510 (epoch 95.173) train_loss=125.49611664 time/batch=0.54s
127067/133510 (epoch 95.173) train_loss=73.41699219 time/batch=0.32s
127068/133510 (epoch 95.174) train_loss=283.73611450 time/batch=1.01s
127069/133510 (epoch 95.175) train_loss=142.65606689 time/batch=0.71s
127070/133510 (epoch 95.176) train_loss=268.84182739 time/batch=1.09s
127071/133510 (epoch 95.176) train_loss=322.48107910 time/batch=1.23s
127072/133510 (epoch 95.177) train_loss=277.81677246 time/batch=1.11s
127073/133510 (epoch 95.178) train_loss=91.50178528 time/batch=0.48s
127074/133510 (epoch 95.179) train_loss=94.48187256 time/batch=0.42s
127075/133510 (epoch 95.179) train_loss=201.83670044 time/batch=0.82s
127076/133510 (epoch 95.180) train_loss=76.71011353 time/batch=0.41s
127077/133510 (epoch 95.181) train_loss=113.93542480 time/batch=0.56s
127078/133510 (epoch 95.182) train_loss=277.66488647 time/batch=0.99s
127079/133510 (epoch 95.182) train_loss=98.39891052 time/batch=0.56s
127080/133510 (epoch 95.183) train_loss=77.48292542 time/batch=0.30s
127081/133510 (epoch 95.184) train_loss=77.82318115 time/batch=0.29s
127082/133510 (epoch 95.185) train_loss=102.79167175 time/batch=0.45s
127083/133510 (epoch 95.185) train_loss=203.89764404 time/batch=0.76s
127084/133510 (epoch 95.186) train_loss=117.47729492 time/batch=0.60s
127085/133510 (epoch 95.187) train_loss=92.47683716 time/batch=0.42s
127086/133510 (epoch 95.188) train_loss=102.65132141 time/batch=0.40s
127087/133510 (epoch 95.188) train_loss=318.65502930 time/batch=1.17s
127088/133510 (epoch 95.189) train_loss=96.46574402 time/batch=0.58s
127089/133510 (epoch 95.190) train_loss=196.82174683 time/batch=0.79s
127090/133510 (epoch 95.191) train_loss=194.74690247 time/batch=0.83s
127091/133510 (epoch 95.191) train_loss=327.23428345 time/batch=1.20s
127092/133510 (epoch 95.192) train_loss=77.57102966 time/batch=0.43s
127093/133510 (epoch 95.193) train_loss=180.77775574 time/batch=0.65s
127094/133510 (epoch 95.194) train_loss=308.47546387 time/batch=1.17s
127095/133510 (epoch 95.194) train_loss=82.51872253 time/batch=0.44s
127096/133510 (epoch 95.195) train_loss=191.38308716 time/batch=0.78s
127097/133510 (epoch 95.196) train_loss=260.15939331 time/batch=1.09s
127098/133510 (epoch 95.197) train_loss=118.40962219 time/batch=0.61s
127099/133510 (epoch 95.197) train_loss=82.14477539 time/batch=0.37s
127100/133510 (epoch 95.198) train_loss=275.93841553 time/batch=0.98s
127101/133510 (epoch 95.199) train_loss=335.68426514 time/batch=1.18s
127102/133510 (epoch 95.200) train_loss=99.04829407 time/batch=0.49s
127103/133510 (epoch 95.200) train_loss=128.54003906 time/batch=0.54s
127104/133510 (epoch 95.201) train_loss=172.66555786 time/batch=0.73s
127105/133510 (epoch 95.202) train_loss=109.54412842 time/batch=0.52s
127106/133510 (epoch 95.203) train_loss=216.80758667 time/batch=0.84s
127107/133510 (epoch 95.203) train_loss=278.54284668 time/batch=1.00s
127108/133510 (epoch 95.204) train_loss=113.02732086 time/batch=0.59s
127109/133510 (epoch 95.205) train_loss=183.28021240 time/batch=0.73s
127110/133510 (epoch 95.206) train_loss=204.88159180 time/batch=0.85s
127111/133510 (epoch 95.206) train_loss=239.95991516 time/batch=0.94s
127112/133510 (epoch 95.207) train_loss=118.89308167 time/batch=0.64s
127113/133510 (epoch 95.208) train_loss=90.49189758 time/batch=0.46s
127114/133510 (epoch 95.209) train_loss=185.60125732 time/batch=0.82s
127115/133510 (epoch 95.209) train_loss=249.90988159 time/batch=0.92s
127116/133510 (epoch 95.210) train_loss=78.64533234 time/batch=0.39s
127117/133510 (epoch 95.211) train_loss=72.68677521 time/batch=0.30s
127118/133510 (epoch 95.212) train_loss=94.64372253 time/batch=0.35s
127119/133510 (epoch 95.212) train_loss=369.70483398 time/batch=1.17s
127120/133510 (epoch 95.213) train_loss=226.60647583 time/batch=0.99s
127121/133510 (epoch 95.214) train_loss=87.16297913 time/batch=0.46s
127122/133510 (epoch 95.215) train_loss=165.61947632 time/batch=0.67s
127123/133510 (epoch 95.215) train_loss=330.35034180 time/batch=1.20s
127124/133510 (epoch 95.216) train_loss=67.37829590 time/batch=0.36s
127125/133510 (epoch 95.217) train_loss=327.86859131 time/batch=1.08s
127126/133510 (epoch 95.218) train_loss=96.20917511 time/batch=0.53s
127127/133510 (epoch 95.218) train_loss=122.46744537 time/batch=0.53s
127128/133510 (epoch 95.219) train_loss=78.27809906 time/batch=0.32s
127129/133510 (epoch 95.220) train_loss=66.70623016 time/batch=0.24s
127130/133510 (epoch 95.221) train_loss=270.12570190 time/batch=0.93s
127131/133510 (epoch 95.221) train_loss=230.49476624 time/batch=0.94s
127132/133510 (epoch 95.222) train_loss=248.10638428 time/batch=0.96s
127133/133510 (epoch 95.223) train_loss=129.35685730 time/batch=0.61s
127134/133510 (epoch 95.224) train_loss=145.98995972 time/batch=0.65s
127135/133510 (epoch 95.224) train_loss=83.04398346 time/batch=0.36s
127136/133510 (epoch 95.225) train_loss=154.86825562 time/batch=0.66s
127137/133510 (epoch 95.226) train_loss=189.86550903 time/batch=0.86s
127138/133510 (epoch 95.227) train_loss=209.77983093 time/batch=0.84s
127139/133510 (epoch 95.227) train_loss=105.72766113 time/batch=0.54s
127140/133510 (epoch 95.228) train_loss=224.89492798 time/batch=0.92s
127141/133510 (epoch 95.229) train_loss=92.75852203 time/batch=0.52s
127142/133510 (epoch 95.230) train_loss=187.88061523 time/batch=0.74s
127143/133510 (epoch 95.230) train_loss=126.94734955 time/batch=0.62s
127144/133510 (epoch 95.231) train_loss=91.07263184 time/batch=0.47s
127145/133510 (epoch 95.232) train_loss=264.10696411 time/batch=1.05s
127146/133510 (epoch 95.233) train_loss=87.77688599 time/batch=0.52s
127147/133510 (epoch 95.233) train_loss=114.14433289 time/batch=0.55s
127148/133510 (epoch 95.234) train_loss=93.15729523 time/batch=0.45s
127149/133510 (epoch 95.235) train_loss=77.82301331 time/batch=0.29s
127150/133510 (epoch 95.236) train_loss=88.08630371 time/batch=0.34s
127151/133510 (epoch 95.236) train_loss=164.27699280 time/batch=0.69s
127152/133510 (epoch 95.237) train_loss=185.66934204 time/batch=0.80s
127153/133510 (epoch 95.238) train_loss=175.95941162 time/batch=0.77s
127154/133510 (epoch 95.239) train_loss=192.13534546 time/batch=0.87s
127155/133510 (epoch 95.239) train_loss=201.87051392 time/batch=0.78s
127156/133510 (epoch 95.240) train_loss=310.30310059 time/batch=1.15s
127157/133510 (epoch 95.241) train_loss=137.53721619 time/batch=0.63s
127158/133510 (epoch 95.242) train_loss=135.62745667 time/batch=0.53s
127159/133510 (epoch 95.242) train_loss=86.41436005 time/batch=0.39s
127160/133510 (epoch 95.243) train_loss=87.48945618 time/batch=0.43s
127161/133510 (epoch 95.244) train_loss=64.08253479 time/batch=0.25s
127162/133510 (epoch 95.245) train_loss=227.70074463 time/batch=0.82s
127163/133510 (epoch 95.245) train_loss=365.90768433 time/batch=1.26s
127164/133510 (epoch 95.246) train_loss=400.46600342 time/batch=1.37s
127165/133510 (epoch 95.247) train_loss=141.79420471 time/batch=0.72s
127166/133510 (epoch 95.248) train_loss=182.17578125 time/batch=0.76s
127167/133510 (epoch 95.248) train_loss=110.06235504 time/batch=0.60s
127168/133510 (epoch 95.249) train_loss=271.11926270 time/batch=1.08s
127169/133510 (epoch 95.250) train_loss=201.13110352 time/batch=0.83s
127170/133510 (epoch 95.251) train_loss=120.39450073 time/batch=0.55s
127171/133510 (epoch 95.251) train_loss=195.61428833 time/batch=0.78s
127172/133510 (epoch 95.252) train_loss=256.07199097 time/batch=0.95s
127173/133510 (epoch 95.253) train_loss=241.00700378 time/batch=0.99s
127174/133510 (epoch 95.254) train_loss=89.12896729 time/batch=0.48s
127175/133510 (epoch 95.254) train_loss=144.97630310 time/batch=0.60s
127176/133510 (epoch 95.255) train_loss=85.54161072 time/batch=0.36s
127177/133510 (epoch 95.256) train_loss=86.25031281 time/batch=0.41s
127178/133510 (epoch 95.257) train_loss=314.33184814 time/batch=1.08s
127179/133510 (epoch 95.257) train_loss=203.82641602 time/batch=0.95s
127180/133510 (epoch 95.258) train_loss=95.45533752 time/batch=0.45s
127181/133510 (epoch 95.259) train_loss=84.60523987 time/batch=0.33s
127182/133510 (epoch 95.260) train_loss=193.26521301 time/batch=0.77s
127183/133510 (epoch 95.260) train_loss=94.33207703 time/batch=0.45s
127184/133510 (epoch 95.261) train_loss=221.19754028 time/batch=0.85s
127185/133510 (epoch 95.262) train_loss=224.42501831 time/batch=0.90s
127186/133510 (epoch 95.263) train_loss=89.59492493 time/batch=0.49s
127187/133510 (epoch 95.263) train_loss=98.68922424 time/batch=0.43s
127188/133510 (epoch 95.264) train_loss=190.71154785 time/batch=0.82s
127189/133510 (epoch 95.265) train_loss=95.24057007 time/batch=0.52s
127190/133510 (epoch 95.266) train_loss=122.50460815 time/batch=0.53s
127191/133510 (epoch 95.266) train_loss=126.84271240 time/batch=0.59s
127192/133510 (epoch 95.267) train_loss=352.15530396 time/batch=1.19s
127193/133510 (epoch 95.268) train_loss=129.44308472 time/batch=0.66s
127194/133510 (epoch 95.269) train_loss=247.38662720 time/batch=0.95s
127195/133510 (epoch 95.269) train_loss=138.01104736 time/batch=0.70s
127196/133510 (epoch 95.270) train_loss=118.64530945 time/batch=0.59s
127197/133510 (epoch 95.271) train_loss=140.41140747 time/batch=0.65s
127198/133510 (epoch 95.272) train_loss=272.69970703 time/batch=1.09s
127199/133510 (epoch 95.272) train_loss=85.61479187 time/batch=0.53s
127200/133510 (epoch 95.273) train_loss=174.25592041 time/batch=0.81s
127201/133510 (epoch 95.274) train_loss=90.43243408 time/batch=0.50s
127202/133510 (epoch 95.275) train_loss=104.53195190 time/batch=0.49s
127203/133510 (epoch 95.275) train_loss=88.48513794 time/batch=0.39s
127204/133510 (epoch 95.276) train_loss=125.51179504 time/batch=0.54s
127205/133510 (epoch 95.277) train_loss=123.86158752 time/batch=0.59s
127206/133510 (epoch 95.278) train_loss=147.86959839 time/batch=0.66s
127207/133510 (epoch 95.278) train_loss=87.57805634 time/batch=0.46s
127208/133510 (epoch 95.279) train_loss=81.09352112 time/batch=0.43s
127209/133510 (epoch 95.280) train_loss=91.64746094 time/batch=0.46s
127210/133510 (epoch 95.281) train_loss=105.50168610 time/batch=0.49s
127211/133510 (epoch 95.281) train_loss=65.57965088 time/batch=0.26s
127212/133510 (epoch 95.282) train_loss=80.71273041 time/batch=0.34s
127213/133510 (epoch 95.283) train_loss=216.49340820 time/batch=0.83s
127214/133510 (epoch 95.284) train_loss=131.53329468 time/batch=0.67s
127215/133510 (epoch 95.284) train_loss=84.55230713 time/batch=0.36s
127216/133510 (epoch 95.285) train_loss=167.63015747 time/batch=0.69s
127217/133510 (epoch 95.286) train_loss=116.70166016 time/batch=0.59s
127218/133510 (epoch 95.287) train_loss=137.36340332 time/batch=0.62s
127219/133510 (epoch 95.287) train_loss=73.67753601 time/batch=0.30s
127220/133510 (epoch 95.288) train_loss=117.41262817 time/batch=0.54s
127221/133510 (epoch 95.289) train_loss=202.74685669 time/batch=0.85s
127222/133510 (epoch 95.290) train_loss=173.67646790 time/batch=0.77s
127223/133510 (epoch 95.290) train_loss=141.78958130 time/batch=0.69s
127224/133510 (epoch 95.291) train_loss=132.65330505 time/batch=0.56s
127225/133510 (epoch 95.292) train_loss=323.17120361 time/batch=1.21s
127226/133510 (epoch 95.293) train_loss=93.90685272 time/batch=0.59s
127227/133510 (epoch 95.293) train_loss=199.64581299 time/batch=0.77s
127228/133510 (epoch 95.294) train_loss=260.70809937 time/batch=1.13s
127229/133510 (epoch 95.295) train_loss=362.89007568 time/batch=1.28s
127230/133510 (epoch 95.296) train_loss=109.66032410 time/batch=0.60s
127231/133510 (epoch 95.296) train_loss=79.30249023 time/batch=0.33s
127232/133510 (epoch 95.297) train_loss=395.18081665 time/batch=1.31s
127233/133510 (epoch 95.298) train_loss=127.07985687 time/batch=0.70s
127234/133510 (epoch 95.299) train_loss=174.39514160 time/batch=0.70s
127235/133510 (epoch 95.299) train_loss=86.97978210 time/batch=0.32s
127236/133510 (epoch 95.300) train_loss=225.59664917 time/batch=0.86s
127237/133510 (epoch 95.301) train_loss=101.03885651 time/batch=0.55s
127238/133510 (epoch 95.302) train_loss=362.50567627 time/batch=1.32s
127239/133510 (epoch 95.302) train_loss=84.71589661 time/batch=0.40s
127240/133510 (epoch 95.303) train_loss=235.68836975 time/batch=0.85s
127241/133510 (epoch 95.304) train_loss=255.05632019 time/batch=1.15s
127242/133510 (epoch 95.305) train_loss=87.72531128 time/batch=0.52s
127243/133510 (epoch 95.305) train_loss=98.45779419 time/batch=0.43s
127244/133510 (epoch 95.306) train_loss=98.17979431 time/batch=0.38s
127245/133510 (epoch 95.307) train_loss=196.71598816 time/batch=0.74s
127246/133510 (epoch 95.308) train_loss=92.37231445 time/batch=0.44s
127247/133510 (epoch 95.308) train_loss=82.23304749 time/batch=0.27s
127248/133510 (epoch 95.309) train_loss=183.59283447 time/batch=0.70s
127249/133510 (epoch 95.310) train_loss=83.11304474 time/batch=0.41s
127250/133510 (epoch 95.311) train_loss=278.28109741 time/batch=0.94s
127251/133510 (epoch 95.311) train_loss=195.59506226 time/batch=0.83s
127252/133510 (epoch 95.312) train_loss=111.02003479 time/batch=0.54s
127253/133510 (epoch 95.313) train_loss=148.10862732 time/batch=0.66s
127254/133510 (epoch 95.314) train_loss=172.63035583 time/batch=0.71s
127255/133510 (epoch 95.314) train_loss=151.45208740 time/batch=0.69s
127256/133510 (epoch 95.315) train_loss=138.69281006 time/batch=0.63s
